NO	기업명	기업코드	ESG등급	지배구조	사회	환경	평가년도	비고
2900	태림포장	11280	B이하	C	B이하	B이하	2015	
2899	태양금속공업	4100	B이하	C	B이하	B+	2015	
2898	태영건설	9410	B+	B+	B이하	B+	2015	
2897	태원물산	1420	B이하	C	B이하	B이하	2015	
2896	태평양물산	7980	B이하	B	B이하	B이하	2015	
2895	텔코웨어	78000	B이하	B	B이하	B이하	2015	
2894	티비에이치글로벌	84870	B이하	B	B이하	B이하	2015	
2893	티에이치엔	19180	B이하	C	B이하	B이하	2015	
2892	티웨이홀딩스	4870	B이하	D	B이하	B이하	2015	
2891	팀스	134790	B이하	C	B이하	B이하	2015	
2890	파미셀	5690	B이하	B	B이하	B이하	2015	
2889	팜스코	36580	B이하	B	B이하	B이하	2015	
2888	퍼스텍	10820	B이하	B	B이하	B이하	2015	
2887	퍼시스	16800	B이하	B	B이하	B이하	2015	
2886	페이퍼코리아	1020	B이하	C	B이하	B이하	2015	
2885	평화산업	90080	B이하	B+	B이하	B이하	2015	
2884	평화홀딩스	10770	B이하	B	B이하	B이하	2015	
2883	포스코	5490	A	A	A	A	2015	
2882	포스코강판	58430	B+	B	B+	B+	2015	
2881	포스코대우	47050	B이하	B+	B+	B이하	2015	
2880	포스코플랜텍	51310	B+	C	A	B+	2015	
2879	폴루스바이오팜	7630	B이하	B	B이하	B이하	2015	
2878	풀무원	17810	B+	B+	B+	B+	2015	
2877	풍산	103140	B+	B+	B이하	B+	2015	
2876	풍산홀딩스	5810	B이하	B	B이하	B이하	2015	
2875	필룩스	33180	B이하	B	B이하	B이하	2015	
2874	하나금융지주	86790	A	A+	B+	B이하	2015	
2873	하나투어	39130	B이하	B	B이하	B이하	2015	
2872	하이스틸	71090	B이하	B	B이하	B이하	2015	
2871	하이트론씨스템즈	19490	B이하	B	B이하	B이하	2015	
2870	하이트진로	80	B이하	B	B이하	B+	2015	
2869	하이트진로홀딩스	140	B이하	B	B이하	B이하	2015	
2868	한국가스공사	36460	B+	B+	B+	A	2015	
2867	한국공항	5430	B이하	D	B이하	B이하	2015	
2866	한국금융지주	71050	B이하	A	B이하	B이하	2015	
2865	한국내화	10040	B이하	B	B이하	B이하	2015	
2864	한국단자공업	25540	B이하	B	B이하	B이하	2015	
2863	한국석유공업	4090	B이하	B	B이하	B이하	2015	
2862	한국수출포장공업	2200	B이하	B	B이하	B+	2015	
2861	한국쉘석유	2960	B+	B+	B+	B이하	2015	
2860	한국유리공업	2000	B이하	D	B이하	B+	2015	
2859	한국전력공사	15760	B+	B+	B+	B+	2015	
2858	한국전자홀딩스	6200	B이하	B	B이하	B이하	2015	
2857	한국제지	2300	B이하	C	B이하	B+	2015	
2856	한국종합기술	23350	B이하	B	B이하	B이하	2015	
2855	한국주강	25890	B이하	C	B이하	B이하	2015	
2854	한국주철관공업	970	B이하	C	B이하	B이하	2015	
2853	한국철강	104700	B이하	B	B이하	B+	2015	
2852	한국카본	17960	B이하	C	B이하	B이하	2015	
2851	한국콜마	161890	B이하	C	B이하	B이하	2015	
2850	한국콜마홀딩스	24720	B이하	B	B이하	B이하	2015	
2849	한국타이어	161390	A	B+	A	A+	2015	
2848	한국타이어월드와이드	240	B+	B	A	B+	2015	
2847	한국특수형강	7280	B이하	B	B이하	B이하	2015	
2846	한국프랜지공업	10100	B이하	C	B이하	B이하	2015	
2845	한국항공우주	47810	B이하	B	B이하	B+	2015	
2844	한국화장품	123690	B이하	C	B이하	B이하	2015	
2843	한국화장품제조	3350	B이하	B	B이하	B이하	2015	
2842	한농화성	11500	B이하	B	B이하	B이하	2015	
2841	한독	2390	B이하	B	B+	B이하	2015	
2840	한라	14790	B이하	C	B이하	B이하	2015	
2839	한라홀딩스	60980	B이하	C	B이하	B이하	2015	
2838	한미글로벌	53690	B이하	B	B이하	B이하	2015	
2837	한미반도체	42700	B이하	C	B이하	B이하	2015	
2836	한미사이언스	8930	B이하	B	B이하	B이하	2015	
2835	한미약품	128940	B이하	C	B+	B+	2015	
2834	한샘	9240	B이하	B+	B이하	B이하	2015	
2833	한섬	20000	B이하	B	B이하	B이하	2015	
2832	한성기업	3680	B이하	C	B이하	B이하	2015	
2831	한세실업	105630	B이하	B+	B이하	B이하	2015	
2830	한세엠케이	69640	B이하	B	B이하	B이하	2015	
2829	한세예스24홀딩스	16450	B이하	B	B이하	B이하	2015	
2828	한솔로지스틱스	9180	B이하	C	B이하	B이하	2015	
2827	한솔아트원제지	7190	B이하	C	B이하	B+	2015	
2826	한솔케미칼	14680	B+	B+	B이하	B+	2015	
2825	한솔테크닉스	4710	B이하	C	B이하	B이하	2015	
2824	한솔피엔에스	10420	B이하	C	B이하	B이하	2015	
2823	한솔홀딩스	4150	B이하	B	B이하	B이하	2015	
2822	한솔홈데코	25750	B이하	C	B+	B+	2015	
2821	한신공영	4960	B이하	B	B이하	B이하	2015	
2820	한신기계공업	11700	B이하	C	B이하	B이하	2015	
2819	한양증권	1750	B이하	B+	B이하	B이하	2015	
2818	한온시스템	18880	B이하	C	B이하	B+	2015	
2817	한올바이오파마	9420	B이하	B	B이하	B이하	2015	
2816	한익스프레스	14130	B이하	B	B이하	B이하	2015	
2815	한일시멘트	3300	B+	B	B+	B+	2015	
2814	한일철강	2220	B이하	C	B이하	B이하	2015	
2813	한전KPS	51600	B+	B	B+	B+	2015	
2812	한전기술	52690	B이하	B	B이하	B+	2015	
2811	한전산업	130660	B이하	B	B이하	B이하	2015	
2810	한진	2320	B이하	C	B이하	B이하	2015	
2809	한진중공업	97230	B이하	B	B이하	B이하	2015	
2808	한진중공업홀딩스	3480	B이하	B	B이하	B이하	2015	
2807	한진칼	180640	B이하	C	B이하	B이하	2015	
2806	한진해운	117930	B+	B+	B+	B이하	2015	
2805	한창	5110	B이하	D	B이하	B이하	2015	
2804	한창제지	9460	B이하	C	B이하	B이하	2015	
2803	한화	880	B+	B+	B+	A	2015	
2802	한화갤러리아타임월드	27390	B이하	B	B이하	B이하	2015	
2801	한화생명	88350	B+	A	A	B이하	2015	
2800	한화손해보험	370	B이하	B	B+	B이하	2015	
2799	한화케미칼	9830	B이하	C	B+	B이하	2015	
2798	한화테크윈	12450	B+	B+	B+	A	2015	
2797	한화투자증권	3530	B이하	B	B이하	B이하	2015	
2796	한화화인케미칼	25850	B이하	B	B이하	B+	2015	
2795	현대EP	89470	B이하	B	B이하	B이하	2015	
2794	현대건설	720	B+	B	B+	A	2015	
2793	현대그린푸드	5440	B이하	B+	B이하	B이하	2015	
2792	현대글로비스	86280	B이하	B	B이하	B+	2015	
2791	현대로템	64350	B+	B+	B이하	B+	2015	
2790	현대리바트	79430	B이하	B+	B이하	B이하	2015	
2789	현대모비스	12330	B이하	C	B+	B+	2015	
2788	현대미포조선	10620	B+	B+	B+	A	2015	
2787	현대백화점	69960	B+	B+	B+	B이하	2015	
2786	현대비앤지스틸	4560	B이하	B	B이하	B+	2015	
2785	현대산업개발	12630	B이하	B	B이하	B이하	2015	
2784	현대상선	11200	B이하	D	B+	B+	2015	
2783	현대약품	4310	B이하	B+	B이하	B이하	2015	
2782	현대에이치씨엔	126560	B이하	B+	B이하	B이하	2015	
2781	현대엘리베이터	17800	B이하	D	B+	B이하	2015	
2780	현대위아	11210	B+	B+	B+	B+	2015	
2779	현대자동차	5380	B이하	C	B+	B+	2015	
2778	현대제철	4020	B+	B	B+	B+	2015	
2777	현대종합상사	11760	B이하	C	B이하	B이하	2015	
2776	현대중공업	9540	B+	B+	B이하	A	2015	
2775	현대차투자증권	1500	B이하	A	B이하	B이하	2015	
2774	현대해상	1450	B+	A	A	B이하	2015	
2773	현대홈쇼핑	57050	B+	A	B이하	B이하	2015	
2772	형지엘리트	93240	B이하	C	B이하	B이하	2015	
2771	혜인	3010	B이하	C	B이하	B이하	2015	
2770	호텔신라	8770	B이하	B	B이하	B+	2015	
2769	화성산업	2460	B이하	B+	B+	B이하	2015	
2768	화승알앤에이	13520	B이하	C	B이하	B+	2015	
2767	화승인더스트리	6060	B이하	C	B이하	B+	2015	
2766	화신	10690	B이하	C	B이하	B이하	2015	
2765	화천기계	10660	B이하	C	B이하	B이하	2015	
2764	화천기공	850	B이하	B	B이하	B이하	2015	
2763	환인제약	16580	B이하	B	B이하	B이하	2015	
2762	황금에스티	32560	B이하	B	B이하	B이하	2015	
2761	효성	4800	B이하	C	B+	B+	2015	
2760	효성 ITX	94280	B이하	B+	B이하	B이하	2015	
2759	후성	93370	B이하	C	B이하	B+	2015	
2758	휠라코리아	81660	B이하	B	B이하	B이하	2015	
2757	휴니드테크놀러지스	5870	B이하	B	B이하	B이하	2015	
2756	휴비스	79980	B이하	C	B이하	B이하	2015	
2755	휴스틸	5010	B이하	B	B이하	B+	2015	
2754	휴켐스	69260	B이하	B	B이하	B+	2015	
2753	흥국화재	540	B이하	B+	B이하	B이하	2015	
2752	흥아해운	3280	B이하	B	B이하	B이하	2015	
2751	AJ렌터카	68400	B이하	C	B이하	B이하	2014	
2750	AK홀딩스	6840	B이하	C	B이하	B이하	2014	
2749	BNK금융지주	138930	A	A+	A	B이하	2014	
2748	BYC	1460	B이하	C	B이하	B이하	2014	
2747	CJ	1040	B+	B	A	B+	2014	
2746	CJ CGV	79160	B이하	C	B+	B이하	2014	
2745	CJ대한통운	120	B+	B+	A	B+	2014	
2744	CJ씨푸드	11150	B이하	B	B이하	B이하	2014	
2743	CJ제일제당	97950	B+	B	A	A	2014	
2742	CJ헬로	37560	B이하	B+	B이하	B이하	2014	
2741	CS홀딩스	590	B이하	C	B이하	B이하	2014	
2740	DB	12030	B이하	B	B이하	B이하	2014	
2739	DB금융투자	16610	B이하	B	B이하	B이하	2014	
2738	DB손해보험	5830	A	A+	B+	B+	2014	
2737	DB하이텍	990	B이하	B	B+	B이하	2014	
2736	DGB금융지주	139130	A	A	A	A	2014	
2735	DRB동일	4840	B이하	C	B이하	B이하	2014	
2734	DSR제강	69730	B이하	C	B이하	B이하	2014	
2733	E1	17940	B이하	B+	B이하	B이하	2014	
2732	F&F	7700	B이하	B	B이하	B이하	2014	
2731	GKL	114090	B이하	B	B이하	B이하	2014	
2730	GS	78930	B이하	B+	B이하	B이하	2014	
2729	GS건설	6360	A	B+	A	A	2014	
2728	GS글로벌	1250	B이하	B	B이하	B이하	2014	
2727	GS리테일	7070	B+	B+	B이하	B+	2014	
2726	JW중외제약	1060	B이하	C	B이하	B이하	2014	
2725	JW홀딩스	96760	B이하	B	B이하	B이하	2014	
2724	KB금융	105560	A	A	B+	A	2014	
2723	KB캐피탈	21960	B이하	B+	B이하	B이하	2014	
2722	KC그린홀딩스	9440	B이하	B	B이하	B이하	2014	
2721	KC코트렐	119650	B이하	B	B이하	B+	2014	
2720	KEC	92220	B이하	B	B이하	B+	2014	
2719	KGP	109070	B이하	C	B이하	B이하	2014	
2718	KG케미칼	1390	B이하	C	B이하	B이하	2014	
2717	KISCO홀딩스	1940	B이하	B	B이하	B이하	2014	
2716	KPX그린케미칼	83420	B이하	C	B이하	B+	2014	
2715	KPX케미칼	25000	B이하	B	B이하	B이하	2014	
2714	KPX홀딩스	92230	B이하	B	B이하	B이하	2014	
2713	KR모터스	40	B이하	B	B이하	B이하	2014	
2712	KSS해운	44450	B이하	B+	B이하	B이하	2014	
2711	KTB투자증권	30210	B이하	B	B이하	B이하	2014	
2710	KTcs	58850	B이하	B	B이하	B이하	2014	
2709	LF	93050	B이하	B	B이하	B이하	2014	
2708	LG	3550	B+	A	B+	B이하	2014	
2707	LG디스플레이	34220	A	B+	A	A	2014	
2706	LG상사	1120	B+	B+	B+	B+	2014	
2705	LG생명과학	68870	B+	B+	B+	B이하	2014	
2704	LG생활건강	51900	A	B+	A	A	2014	
2703	LG유플러스	32640	A	A	B+	A	2014	
2702	LG이노텍	11070	A	A	A	A	2014	
2701	LG전자	66570	A	B+	A	A+	2014	
2700	LG하우시스	108670	A	B+	A	A	2014	
2699	LG화학	51910	A	A	A	B+	2014	
2698	LS	6260	B이하	B+	B이하	B이하	2014	
2697	LS네트웍스	680	B이하	B	B이하	B이하	2014	
2696	LS산전	10120	B+	B+	B+	B+	2014	
2695	MH에탄올	23150	B이하	B	B이하	B이하	2014	
2694	NAVER	35420	B+	A	B+	B이하	2014	
2693	NH농협증권	16420	B이하	B	B이하	B이하	2014	
2692	NH투자증권	5940	B+	A	B+	B이하	2014	
2691	NICE	34310	B이하	B	B이하	B이하	2014	
2690	NI스틸	8260	B이하	C	B이하	B이하	2014	
2689	OCI	10060	B+	B+	A	B+	2014	
2688	S&TC	100840	B이하	B	B이하	B이하	2014	
2687	S&T모티브	64960	B이하	B	B이하	B이하	2014	
2686	S&T중공업	3570	B이하	B	B이하	B+	2014	
2685	S&T홀딩스	36530	B이하	B	B이하	B이하	2014	
2684	S-Oil	10950	A+	A+	A	A+	2014	
2683	SBS	34120	B이하	B+	B이하	B이하	2014	
2682	SBS미디어홀딩스	101060	B이하	B	B이하	B이하	2014	
2681	SG세계물산	4060	B이하	C	B이하	B이하	2014	
2680	SG충방	1380	B이하	C	B이하	B이하	2014	
2679	SH에너지화학	2360	B이하	C	B이하	B이하	2014	
2678	SIMPAC	9160	B이하	B	B이하	B이하	2014	
2677	SK	34730	A	B	A	A+	2014	
2676	SK	3600	B이하	C	B+	B이하	2014	
2675	SKC	11790	A	B+	A	A	2014	
2674	SK가스	18670	B+	B+	B+	B이하	2014	
2673	SK네트웍스	1740	B+	B+	A	B이하	2014	
2672	SK디스커버리	6120	B+	B+	B+	B+	2014	
2671	SK이노베이션	96770	B+	B	A	A	2014	
2670	SK증권	1510	B이하	B+	B+	B이하	2014	
2669	SK텔레콤	17670	A	A+	B+	A	2014	
2668	SK하이닉스	660	B+	B	A	B+	2014	
2667	SPC삼립	5610	B이하	C	B이하	B이하	2014	
2666	TCC동양	2710	B이하	C	B이하	B이하	2014	
2665	WISCOM	24070	B이하	B	B이하	B이하	2014	
2664	YG PLUS	37270	B이하	C	B이하	B이하	2014	
2663	가온전선	500	B이하	B	B+	B이하	2014	
2662	강남제비스코	860	B이하	B	B이하	B이하	2014	
2661	강원랜드	35250	B+	B+	A	B+	2014	
2660	갤럭시아에스엠	11420	B이하	C	B이하	B이하	2014	
2659	경남기업	800	B이하	C	B이하	B이하	2014	
2658	경남에너지	8020	B이하	B	B이하	B이하	2014	
2657	경농	2100	B이하	C	B이하	B이하	2014	
2656	경동나비엔	9450	B이하	C	B이하	B이하	2014	
2655	경동인베스트	12320	B이하	C	B이하	B이하	2014	
2654	경방	50	B이하	B	B이하	B이하	2014	
2653	경인양행	12610	B이하	B	B이하	B이하	2014	
2652	경인전자	9140	B이하	B	B이하	B이하	2014	
2651	계룡건설산업	13580	B이하	B	B이하	B이하	2014	
2650	계양전기	12200	B이하	B	B이하	B이하	2014	
2649	고려개발	4200	B이하	C	B이하	B이하	2014	
2648	고려산업	2140	B이하	B	B이하	B이하	2014	
2647	고려아연	10130	B+	B+	B이하	B+	2014	
2646	고려제강	2240	B이하	B	B이하	B이하	2014	
2645	골든브릿지증권	1290	B이하	B	B이하	B이하	2014	
2644	광동제약	9290	B이하	C	B이하	B이하	2014	
2643	광명전기	17040	B이하	C	B이하	B이하	2014	
2642	광전자	17900	B이하	B	B이하	B이하	2014	
2641	광주신세계	37710	B이하	B	B+	B이하	2014	
2640	교보증권	30610	B이하	B	B이하	B이하	2014	
2639	국도화학	7690	B이하	C	B이하	B+	2014	
2638	국동	5320	B이하	B	B이하	B이하	2014	
2637	국보	1140	B이하	C	B이하	B이하	2014	
2636	국제약품	2720	B이하	B	B이하	B이하	2014	
2635	극동유화	14530	B이하	C	B이하	B이하	2014	
2634	금강공업	14280	B이하	B	B이하	B이하	2014	
2633	금비	8870	B이하	C	B이하	B이하	2014	
2632	금양	1570	B이하	B	B이하	B이하	2014	
2631	금호산업	2990	B+	B	B+	B+	2014	
2630	금호석유화학	11780	B+	B	B+	B+	2014	
2629	금호전기	1210	B이하	B	B이하	B이하	2014	
2628	금호타이어	73240	B+	B+	B+	A	2014	
2627	기신정기	92440	B이하	B+	B이하	B이하	2014	
2626	기아자동차	270	B+	B+	A	B+	2014	
2625	기업은행	24110	B+	B+	B+	B+	2014	
2624	까뮤이앤씨	13700	B이하	C	B이하	B이하	2014	
2623	깨끗한나라	4540	B이하	B	B이하	B+	2014	
2622	나노메딕스	74610	B이하	B	B이하	B이하	2014	
2621	남선알미늄	8350	B이하	C	B이하	B이하	2014	
2620	남성	4270	B이하	C	B이하	B이하	2014	
2619	남양유업	3920	B이하	C	B이하	B이하	2014	
2618	남영비비안	2070	B이하	B	B이하	B이하	2014	
2617	남해화학	25860	B이하	B	B이하	B+	2014	
2616	넥센	5720	B이하	B	B이하	B이하	2014	
2615	넥센타이어	2350	B이하	B	B이하	B+	2014	
2614	넥솔론	110570	B이하	B+	B이하	B이하	2014	
2613	노루페인트	90350	B이하	B	B이하	B+	2014	
2612	노루홀딩스	320	B이하	B	B이하	B이하	2014	
2611	녹십자	6280	B이하	B	B이하	B이하	2014	
2610	녹십자홀딩스	5250	B이하	B	B이하	B이하	2014	
2609	농심	4370	B이하	B	B이하	B+	2014	
2608	농심홀딩스	72710	B이하	C	B이하	B이하	2014	
2607	다우기술	23590	B이하	C	B이하	B이하	2014	
2606	다우인큐브	20120	B이하	C	B이하	B이하	2014	
2605	대경기계기술	15590	B이하	B	B이하	B이하	2014	
2604	대교	19680	B+	A+	B이하	B이하	2014	
2603	대구백화점	6370	B이하	B	B이하	B이하	2014	
2602	대덕GDS	4130	B이하	B	B이하	B+	2014	
2601	대덕전자	8060	B+	B	B+	B+	2014	
2600	대동공업	490	B이하	C	B이하	B이하	2014	
2599	대동전자	8110	B이하	C	B이하	B이하	2014	
2598	대림비앤코	5750	B이하	C	B이하	B이하	2014	
2597	대림산업	210	A	A	A	A	2014	
2596	대림통상	6570	B이하	B	B이하	B이하	2014	
2595	대상	1680	B이하	C	B이하	B이하	2014	
2594	대상홀딩스	84690	B이하	B	B이하	B이하	2014	
2593	대성산업	128820	B이하	B	B이하	B+	2014	
2592	대성에너지	117580	B이하	B	B이하	B이하	2014	
2591	대성합동지주	5620	B이하	B	B이하	B이하	2014	
2590	대성홀딩스	16710	B이하	B	B이하	B이하	2014	
2589	대신증권	3540	B이하	B+	B이하	B이하	2014	
2588	대양금속	9190	B이하	C	B이하	B이하	2014	
2587	대영포장	14160	B이하	C	B이하	B이하	2014	
2586	대우건설	47040	B이하	D	A	A	2014	
2585	대우부품	9320	B이하	C	B이하	B이하	2014	
2584	대우조선해양	42660	B+	B+	B이하	B+	2014	
2583	대웅	3090	B이하	C	B이하	B이하	2014	
2582	대웅제약	69620	B이하	B	B이하	B이하	2014	
